Unnamed: 0 ;acctsessionid                                                    ;acctstarttime       ;upload ;download ;acctsessiontime ;calledstation_ssid ;calledstationid_hashed                                                                               ;callingstationid_hashed
656;231460adc17fa7e38b316e97b5ca9edcd521ed5dc001bbfe3b593af7d933da42 ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$KNRHCxvV8OI864G4QihRPg$tK4eQeOe+Se/HhJXKrpyeWIKMMKH39XzUv2bCQ1N1eM ;$argon2id$v=19$m=102400,t=3,p=2$xe8jrK3CL8vSxWKLLqfjpg$+QotmdbHcCEgQmAM/OQ/NNqK9g4Wd+tE2TpHcnsEwTA
244;d06fd93a9b3ab92ab50b0f6cc5cce6480723903699371fe779c75391ddfb82ab ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$9zLtdIak8yWOq+JFSl+mLA$DaFJ+k3CyhtxfT89mjUhWnpjMRCA87u2m5egnVqScGA ;$argon2id$v=19$m=102400,t=3,p=2$4/m8eIeTLXSJlB5Ai0wOAw$Wsu6YrK/7CgAFJ6xSmAuQo3l97/FE2fU7QHj4cD+8Ys
906;854dfc7422bed479ea0756cfadcc7e505aef34fb982178bab90551d9abcc447f ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$c5yzUN0Dd2ZQoWPe9f7khw$csUP+0srE55n7Y6Ed1kkHoBiLk4X89ydpJy2ReIEqvA ;$argon2id$v=19$m=102400,t=3,p=2$k9MbQWaC574lVLME0Sbe1A$oZGowJk91QE2c8r+AYorlBiQnIyLL30x/sRG8nAJhCM
655;df8b0e491cce62620198fef2a660db11de4936c29c44271cfae6d3cdd26e3831 ;2024-09-12 02:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$xqjwd/ZnqAHyCKcuhxMYTg$tllAT5+4J+ZBvSPZI+Fy4Xfy6lNkqIyb5Y+7X+T2qEA ;$argon2id$v=19$m=102400,t=3,p=2$FN612JB6CQaYI2NbwxPL/Q$0ysE8/dgopfBIgWlpL0B7/J36OEBScyWVN3v0J5pZLA
598;0d6e902430cb7b4e8309a7d602c7399b152a245e124b8bbb017b10a62972bd62 ;2024-09-18 16:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$vktph371O4lLGuoKRHVFBQ$IXEiY9HMig4sBNaQIocjkZSGfK+lka3mf8GgtNhb0Xo ;$argon2id$v=19$m=102400,t=3,p=2$LG1OikJwpyD5QeKg3BenBQ$YkUKVCuzZ542RNFbqfZsVRCKPaLkUqN3XY9y+GaieF8
739;fa0bd8277286e6545cdfa53da5a433c0387f9ed03bfa8b3eb480d5d7e2b66c34 ;2024-09-18 10:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$0nQ4FwSFJ2L8eIOzRKH9iA$vwv5Ulv/tGmn8lAVKnPEB5cN6EQov810Ww2fYM7dgkA ;$argon2id$v=19$m=102400,t=3,p=2$ArqugrvpVt7aEG9WG+W8cg$ik01J+cbtrqe2DdVb4MbKhtgGTNYWeAXYGWS1ww0/bc
627;6b2a55bf33f746cb6f36beb98248951574452c4e9f8ccfb1ccd6f4ca45d42917 ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$RJhLGjP7K5i/aDXGZW9RIA$KuQm+Y7j96EaKhsZEv0yYpSHG2CMNJL4aNgkPe96i8Y ;$argon2id$v=19$m=102400,t=3,p=2$mIksLeSmHyvsRw8AM0MMcQ$X25BMqDtFcrwD1Gn0l82AZ1d5NhEchBmEMqlvnae6Bg
984;0253b0b073a7f75504a2db8d222d65c07e9e018aab649797a978d0382e1a04b1 ;2024-09-18 13:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$rKkqYfSeS8EJy3rBhTYUcA$x8K4pqSuQNauBQIbXf02O4Lh6EpBZlsC3n3ehcVrIVg ;$argon2id$v=19$m=102400,t=3,p=2$JtCQ2EaWVUgkx8JilYYsFw$3NH+10NkIjGW7B7SIb8SkaLEnR1Lx/+JfKqKqrxpZvc
791;429d58d06e576444f185d20edc8f5155b4a87e5f39fdbbd5072cd234846b03fc ;2024-09-12 02:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$g12QkerOyes7L2xEn/vJjg$wZHDO/DckRpydVDmFrCdOMLRxH4zKLFHuzV7xjqts+U ;$argon2id$v=19$m=102400,t=3,p=2$9gSNd0dn6dkQr8+Yg3VY9w$COxxhqLumYQqfru253mq8MA1ovn6OFFDzOu5SlUDcRY
128;6c318cdf1a782fae87082a47cd7ed0a8b4aaa4319e54ae1fbfbd140ed69c00fc ;2024-09-18 10:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$KUepLcMeW6WL1KmDUlLbjw$zkQkAyZz8MyNsZk5I2F7jD1eelap5681UEer6CKZgZY ;$argon2id$v=19$m=102400,t=3,p=2$qWWmo6myweclWqvbz2C3Ow$wiqPje5MI8PIb5s1vcMKqNSrix1o91uJlyCNcpTqITk
747;b9f6f5fb349922bcd3f11385006aaf5548669a8b4889a4ec2ef28164fe6e4e22 ;2024-09-18 15:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$AAkmr/N+6RNyaALOoil2TA$4byY5EfYb4FLJR/TiElfE/xDTF037YHzmHMibfbRsno ;$argon2id$v=19$m=102400,t=3,p=2$ol+sPVBSIl8jjXXWZwNAXg$CLdM7moFMjlATx0z35r90najx3vsk4cqkujyLumP0WA
789;206a1f390dd1c6e502c10597a794c830e0ed44dc6379f482f186d3f56c18dd3c ;2024-09-18 11:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$K/vDmdPOyLiftwIU4jM4IQ$FIHy0XPkTnUHTwuBUCcWU/rWqeBU6LGjIyaG5yAyTGY ;$argon2id$v=19$m=102400,t=3,p=2$P3JB8nlee3eLNDoSQdqdxw$SyrgeNdKj8Jq+ntOJCniOyLR378w6cL/A5s3fHmKxpY
884;4cc4a3341c58d3be6d4135d70da9c92dd025fa5e1cace854f5b1a29b06f617b4 ;2024-09-18 14:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$QDimgfnyY2dcd7fziv8GvQ$MPvXnDFjYM8XwBDf2wGk2ovdaDKkmQXTQXUVMPhx7P4 ;$argon2id$v=19$m=102400,t=3,p=2$oNX3gt1hYZM96pjX3GWkpg$NBR67kq/GKjUq6XvdI6SJm3qOAGxYB/QRVihnd8gy3s
749;1a116d0bc645be62004be6c29f07e409ad97b3c1eaec1f4d4b3aad94b839bfe8 ;2024-09-18 15:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$5INuHC/AZKYEmmjnXfVr1g$IPL9zmrmcthukinWoRSEs8nYqopCf4OWOI+rfzKId7A ;$argon2id$v=19$m=102400,t=3,p=2$A8aqmWzZGSxr3eaTTmjWyQ$CmKPalp6r3jTKTa3sd2nzEo4X2rHcGXH7B6+TVGSJJw
750;2daac2da77eda024d1b880ff62d8897af4c69604df3a91c74f1b532c9ec28465 ;2024-09-18 15:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$/iql1v/B9rqZ4iVtr6Uz3Q$xPYUdFEzjigLiicgG0J6Ie85kXwES7ljkyzXDALW6lg ;$argon2id$v=19$m=102400,t=3,p=2$iWEH88EuZTmqb96XombPeA$+/D7Mkrb+RgUvjOL9fEOr3DhELbUIAhbKl+KDQiipmE
788;21b145089e4f84d07857447b6ae68239b10cd02560d9f82687c4844f87e3ef3d ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$7VeVG1nkwAAeE6abGYeBrg$U1n+SHBgLAf8lreWpAonxOw9zWJy4p2YhQrkZ9VaRcQ ;$argon2id$v=19$m=102400,t=3,p=2$/47bEr/mEx6zWVjrdzD0ug$zKKlBdUWQveoj/L30mWNOPhv6y3HCIqRUsvphilSWXY
434;92702bb2583a6fcaa03d29cd7fabc4dad8cdfc269e0b16bc8de6f36fdd518907 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$Pcp8XEqg5UnJyhVBgRhYuA$ENAtycGcj213McUO2Nr7gHE3FNg7SQWW7VN9C8mYEKg ;$argon2id$v=19$m=102400,t=3,p=2$00v67QE1LNW7HcvgfMMHFw$a24DGzX8/ulCzHdvN15F6jx6WvtK8jbS6HDauTFnhT4
633;0279b6a496856691b53031e71a17e91bfdba190a0a8206d32e375af388d53c48 ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$gjVt4N1tVnjYso9Ac9AsMQ$Vso/XxE/2gJd2ypw5nGj/jPi3g+p5XyUaCiqrofcdCk ;$argon2id$v=19$m=102400,t=3,p=2$kV6EI/FskZCRlFLoHFiGjw$YjCB8G4GvkdG3r35W13GASpBIYWFY0v0B/T/UdHCUJY
129;32bbf25393e357f2e349947205d26a3fbe487d0d6827d0b0776d24e1a30bf2f5 ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$tYAOndRWl5Ky47pX9lGD+w$xHozWedQsOZfy5T4K4YaLtTrpypPnhJnWTByY4PPxvQ ;$argon2id$v=19$m=102400,t=3,p=2$i5U3Des8DcDX4yr+hqZAug$WlqiQ2emkbacV6/nbAUY62J24+05cHyj7hKTeSCrTkI
416;1e75c375c34971258fbdcfc01a5f77dad95ac1f7008c72a6d247c4f28074e823 ;2024-09-12 08:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$/kvjuqLa3Cxfoy8+BcROqw$CZHgM8hp+YTQqKKXiHfqYq++AKBKQIzvx2VovdS3MRE ;$argon2id$v=19$m=102400,t=3,p=2$1p5inLXulTvqH5GxmkooQQ$tLxW7JYckH3wEH8hDx91n7DYruYcUQpySMEBK8tkwMc
895;fb8d07577476317f6546b70471ebf4476eb55132fd8d4526e4fd53c90a38aa90 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$QU6ubYkZWI1GFTSNPCA/Xw$suW23f/RvJiyKFJj39UPWXOZfH3K5EkgbpS6FhS/coo ;$argon2id$v=19$m=102400,t=3,p=2$Yoq6xhn039CAQRFzL66Odg$H+qJMZGDYl3+jYO1WfLxm/ralCfn5CUdJj1+0OZmgIo
782;206a1f390dd1c6e502c10597a794c830e0ed44dc6379f482f186d3f56c18dd3c ;2024-09-18 10:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$CpkbADzU+Smpkd0R4z1S5Q$avXLXLS0kt+cLxy+4p8rpaX7M27oCUlLpcULdptUrUk ;$argon2id$v=19$m=102400,t=3,p=2$gJXOpS/NXwniTmWQNDmHaw$GKafmtG3ffaTJ8vG3KJWIXj9pN4oZhKEgzrlVYk4NsM
780;c0e23262d90bf7485fafd6629cf9472386f5e67e8245717429765bad24ebc177 ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$TkXOeuUH+73hjto39BJeVQ$EOkV1mxsN6JdfjY7R1SLKWRra7DVhq4a9JCwHUamlrY ;$argon2id$v=19$m=102400,t=3,p=2$hyJSNvNjeHgb/KSxV08IvQ$Kzis1cpX0drd34F2yPLJJ7Z3k3NyxciKebNXFKhYkHo
805;ca11a54713b04e570a8caa62f61e163b401c936cd70aff9c15d7bb44980bab5b ;2024-09-18 14:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$fTODrWnHi6OFQhR82xloZg$yOjLebi5QOPMcaJMvdzkRBCtn4eGF6D1ev+AXlzxeq0 ;$argon2id$v=19$m=102400,t=3,p=2$t1yzvFN7gddURRTYRZep0w$3GaA6t8FQUJnLEGpxPQNZDWL8cobrabbm2xUFzn5bfQ
804;2d4d38b16b7247abfcebf29370f789ffa1c4548be0e1541335082138da3edbc6 ;2024-09-18 14:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$NBOPUxP1Don4ssP/h2/lsw$1zv7EFcUKSR0ATsA+3xPNwBWeJbDl2ypsKT0TS5jg+g ;$argon2id$v=19$m=102400,t=3,p=2$HZgh3XuT4EWtCFD+QZJRTw$3GMURQnmKNU2hA5I8P4uR0jyEpiyORDIO3ZIXlNFTEI
848;ea9f72ea9379a8ce7c59036579f24d453520eb59d4245adcfb55d403261502f0 ;2024-09-12 08:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$YPKO7Maksa4SKzIjyOrg/w$EORFNDrxJibu92IhI8hPv9BibOJB/8kvVe1ZCes0KB4 ;$argon2id$v=19$m=102400,t=3,p=2$y9zkwyBEG6ZMHzsRbJdXuQ$0jyFvaDdLDGAPLdBtc0WFX4StT6HbobGn+37JWk0Z40
847;e07658eebae1973945c977639f10ff28b81faf5e6514d07180f1d0113c7c9861 ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$9WxHBLhh+HASETfOZpJYgg$WChky4hI1LhlVgZpcoYKmZ2y8thnFnPFipffEFHe2zk ;$argon2id$v=19$m=102400,t=3,p=2$6Zlq9+k+bp3/XXGGqo8KWQ$a/vfJgAMzm19n6HD3GQAzPMc8YynRrmZ1r8Zjx8AXXY
1005;7168a13f14b40adcbc1671bb659e05adb295842512dc7ccf31fffbec167a8f36 ;2024-09-18 15:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$GfE2xLhyW3ongxEM028LBA$MqTNpK6DpbcCpxXF68+uoWczT19+t5MHN8i/EW15MnY ;$argon2id$v=19$m=102400,t=3,p=2$NS9OxQ8gurvb1kSveaMvvw$8MLn477P/gdKdHnHHa/3rK9ld/hS3fB/XM3rsqPxPbc
304;d19745eada79ef2acdd9654dc4cd242cde452aaec91ee0388bee55bc68175b0e ;2024-09-12 02:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$OihU/MbluRJ12aZ4mpF/NQ$5sp3bmCXU+uXRPDAkSYxYh3J/sGFOzsgJDJADkhkwO0 ;$argon2id$v=19$m=102400,t=3,p=2$dGUOsN9ONd0oWEWp0rTE9w$OM7QdYY3ZEcx+reqiG7ubYpdJlA+JUQy8Udnt7Q++EU
1250;cc47dad19fb6b9ee9b7de31aaf8a04b7dfe2ae05752cc074268bc5693baa366c ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$iPeNjHldwHA7sRsdaEFixA$PKOLihUSm3Ufu2fZ0Ca9z9pFoXMk4L6am3EZvy7LvtM ;$argon2id$v=19$m=102400,t=3,p=2$2NJ59oBsMreLmpWjZpW+qQ$Pi9WiXE+0JHk5HN+uEyskznTW9o9LrWgbqC/WTFr5eM
1093;6e10f2624b36babffe1929e54a410d341135de6a716405ee0a93271b58b168c7 ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$8bNpv0kLseU7fsFWp/lUFA$w2XonMIPJTAapOEW7656DHv0rtQCFX9bP4pNFe8Z0Ws ;$argon2id$v=19$m=102400,t=3,p=2$rscTqRMcMStqotCtYnjyWA$cgq2aQsa+cJX8VQfi7U9Mfc4qLoPC5QEDf7qeJT8IWs
893;161dfb8e85913807c5d49ca9f48a762c56bdc5370b602c75a4678a66db9def6c ;2024-09-12 02:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$BNFmdodHMI8uQPtqwB7miQ$15Ie5t0mlG3xhSzepc/v4YARAEkKwNS1b2ciEO92mxQ ;$argon2id$v=19$m=102400,t=3,p=2$oJQHRRGkffAUqKIM66hAhg$6yEkotrb2lDJzyK2WhwcpXsvPUhQy0+cLBRofAF1gTQ
1302;241c340bcf51ea16f4b10dc34445b5a7d01bb1e83b3d837b9a14d9eeb00ab504 ;2024-09-18 12:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$FwlbYv/BxZCC2IDsHNH+eQ$qMO0sBOlW7E3SLrxDfHUzk/VAmB5bIAkDUDOwb7xMQs ;$argon2id$v=19$m=102400,t=3,p=2$/aCI10Fpjz6PWYYFbvt/UQ$oEJF3uR+y1ZU+AIm2FT9Adb85UkiDMwiq9pM0l/xiAU
206;b36b1442d034727f31a30e9a5f81fdf684313c2c13c8ffe16270c04f307a391d ;2024-09-18 15:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$Y4iPW+qssNyQnusRJumYvg$ji3uetqEwhrzVkJznrFK5mmWDa9UL6YwqA5TQzYaKGI ;$argon2id$v=19$m=102400,t=3,p=2$yNW7CH9sAeSLxF250f0V+A$U/QyaECumCTUhhntY2pDegH6HmMmqpgo+BKTvE4HA/I
158;2da9434549b208ebef136bb041e45f8f805749783ae7bf6fecd07470d508b211 ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$ZQOOG3Dq04Zv7cx9AYQlwg$7tqGi7PBMVzCYbIdMVI9Nv75eg8bjSQA7VfZCPnwzaE ;$argon2id$v=19$m=102400,t=3,p=2$GPYgEQWMKihN+lcf6fCvfA$oh8aAEjHSQhFDK8ttACZp570DETZjAWX3ZAOT8Mjnpk
1491;3657e0fdb8219ea0c7a72d16892c03d56e189a29ab2713b82f0397dc8201fd7a ;2024-09-12 09:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$yO+wwKsw23RTOaxqJovf0g$ba7IQC9B5yzhQWNyhpzUBtPBh8X+BXgP0hq7EksdTPk ;$argon2id$v=19$m=102400,t=3,p=2$cFd+k0Nc+nqS3NKQzSliPw$sb1hlRrbyQE9IEhtmaAgY0aONmAkJlAkf8Mqa+e0Vyo
765;21b145089e4f84d07857447b6ae68239b10cd02560d9f82687c4844f87e3ef3d ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$blQbOVhCfVm4fwo7W/3BXA$eCPu1ZEbxTeYPCgawLS9cAxh9RlgqvYA7xyoCRKHx6Y ;$argon2id$v=19$m=102400,t=3,p=2$QKoxEHYkmX4fLyYBfzzh6A$peomIUeuNZOuVvYJ+XETeLmWfWIoVoYNrJX85mfNjpQ
1371;9c4e9f3e12829827207c3fec006894ea730f290c201db3238937a8612a2b7bb4 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$E8jbZZnrk2ZMLPXuvdFblg$v7uSyY5zztz+yZokXa7eFefBscluC7vmC9/DRae+S4Y ;$argon2id$v=19$m=102400,t=3,p=2$F5c+e5Q4h+5JWRsH4QVoMg$H8kP3tMDojfbjYfQUrfXIU3ivx67ZSXBTtbcOsbUEWU
1393;f2ce4fcd1be8ac360edd499e7cd17def6a60330513f02201455d25cf2468aa46 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$50EtlqmcsQnxJ0L56pm3Pg$FXKLXTf/B+BcHAQ3f1kpbNcOIaU7XWSsZPu8c2RGv3I ;$argon2id$v=19$m=102400,t=3,p=2$VDDd/9y048nGrfX2WNXHxQ$QAvWuBcIQRm2jCWItCTxFmugscXPEdJCSWQJfAbh34o
1;7330b1f18b414f72c4895700952fb9f2f5aa4cd3c15369f7b030466fa65d2354 ;2024-09-18 13:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$EaNncYpRo9ogFRD4tqaUcw$JmolKi4gSreas4OPSMxbQEL3XEyu7uqG5R0ZM1B8BhI ;$argon2id$v=19$m=102400,t=3,p=2$QZfpbCX8xkPFmQQTgffVdg$rBPuZAx7F5cYG3rt6B1NFRMbgkR3NLXF+3oQGZpyhgE
1338;1c8ce6dbc4bc04341e2a00b2b60b8078437f0b50568e4693e12cea2eed8d79f0 ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$YZDjt8X6Ib3OPVCZQrDtqw$NpzLzJCb9Ycnhn6nGuCch2v3vbd3J7qsB+m1Mqrz7ac ;$argon2id$v=19$m=102400,t=3,p=2$H+nP/tH3WGopj0OIctUhPA$4h6yHWFF1VuL4C+Fh7mRSzTVe/uuKDO4GovROoO3VoE
32;5d6d0e9802c30ba5554a13cd4080d5aaaa8880b21a033a6c8e1ad20fe8dd496b ;2024-09-12 10:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$BoSleLrHsmBf2UpGMqjmGw$tnLtl22Li7oIocTxoT2RhMsQtqL0s06FV9RdMqxIRKw ;$argon2id$v=19$m=102400,t=3,p=2$ZK4PpO3GzUSINaLYK8hr4Q$zgAZn4Hkv2gQFXOiYzJOFdcoAP2yIGpEYdNrSmhPXoU
27;dd3d0c96334d8ad6bd0d1aeac6c39bfdcb936576142c3506c6d2a42cb5adea81 ;2024-09-12 10:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$dsE06SMDTwTDKRBT4oJT8g$Kbqxwy4CfdELjZ17IVdIwSX4Mk0imw0iy4LZr8rcu6Q ;$argon2id$v=19$m=102400,t=3,p=2$btjAMNFgkuO/woPe+Bis0A$ZKQbDUWnF5azT1UOQpuWjF5BG6rdDPnFebaq0Ds0xoE
1328;c45646fa8a5430a2ccccd0f0fcb5a2dadb5e1cdb5d6b74ad0797cb4af65922b3 ;2024-09-12 09:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$s9LYDYYWalLvBYQM/PKG+Q$tYsc8fs1RLAItSQ+pvMiPvx3wa4p+py+8epPuB7G0nY ;$argon2id$v=19$m=102400,t=3,p=2$IL1AMSgd3+I0Upk0jcg0ew$fTYFFh0cOHN29YdsaxEktVAZRc+J8Hgi8dF3wsjJdJ8
28;e409fdc6a769229c1a08f624ec559a8d8495f68951b44c9358635c27c34107c6 ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$si4KStyZ/KBAJz+SjuHIeQ$xcQGssV+5wkSiJ2E+WdSLCovRn24RMAQh+x8h06OEcY ;$argon2id$v=19$m=102400,t=3,p=2$iM3H5GQQaMDTAtQRavjQsw$RWg7y4YZhI5weIYglcdiGzdj3mMHdUd7G1Y87kVF5B8
1319;b81bfc178c95be0c770699154299b4909cd083d79bc6f13f31acb8f90ac4aa81 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$UAvo84z/VjkBJvyEYsR7aw$Nf0EEQEzH/cSXK5XTYlv2xdq81wEx+/XzMXn0wu2mGs ;$argon2id$v=19$m=102400,t=3,p=2$/bjf7eiBOTaaBncAs7BM+Q$r72kqdAQ8Pu0+kat80Bkj/QyL+nHre4fzAM0X+AG1FU
1332;0a74dfc86401aee8bb20853533aa34c60d11459d69c7895063107f65714a581e ;2024-09-12 08:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$NL1ZKFERtg8Vc76Uvl4DHQ$JNLZJQLP5CJKKYp6QFgU5Xh4Xmjl4ApSiJ50K4YsrN4 ;$argon2id$v=19$m=102400,t=3,p=2$AHLsAqFwphbesgVeJtnuJA$jprPkCu/yHLP9QWqxA5VpmvD1p2USwjsUnezt64m3N4
519;fc7414c13e34959554b0ccb204e5a56835efe1fb5a768253898fb3768443efdc ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$yjnZIbM8uTQkDYBczFbQxg$bxpSFPS0llRMh0Lzo58jb7KuKTDMRPItpqeLqc9gAN8 ;$argon2id$v=19$m=102400,t=3,p=2$orN4yxtxz80nFrHhJhGbPw$qunjP2HI0xjzvnIK0Pymu9WHsuha56VYMSA7e3T22u0
737;971f1f8792de493b0e99a72acd1a45fd15e8681a3c084c55005ff1f0f6fa60ce ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$c/pSDuqGa7dgXEMrM3BjNQ$raWI04y3iwAsx9TTTVPld/tga9E7lNKYGOzdg0u3fHY ;$argon2id$v=19$m=102400,t=3,p=2$Lml1j01n28pkxXFkc4Zeyg$zjR3xTkyLkfXTLb9R3Qwrw+0+yAKhQDo0c5SKO3BgT8
554;bb9c956c74c727742b30d2f6e0f57a9abaec85116c07848100df7ea74b5f7776 ;2024-09-18 15:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$v4Bw4eHiBWgvoSAOkxuXWg$33PF04lHTaKRtH7Onw4MoOw16nC6iRsqrqwry3WmvaI ;$argon2id$v=19$m=102400,t=3,p=2$yAMig/zXDR6Sgxcq/DnjKA$J+M0fMT15F0MG7dMldE26/Z86Sj/3Ft/aOdUAr2TAFE
767;bcdb99a151f29e3d02332e9a4160c050224f2b033b28b5b652841e2555bc8acd ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$q63qyo7eai8Np/fTcmfyCQ$6mvWqbfyMAmKY/g/BBMy8PjDJjmte9dd6fDHq4czIXg ;$argon2id$v=19$m=102400,t=3,p=2$FSMv9s2o9pLjDPKBhn+K4w$cjZGinnDOhu8eIv4E1BfyUoTGx++szcDZ6CtKqnKXRs
581;50bd47bd9d435eae931a2a16718dd41a01669d2c9b7b84e6e499782ee62f8264 ;2024-09-18 14:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$4sCgilTg1rHxcA6hWslElw$x3vunBfeMAsN5YfmWbmG6LKJZojOJWWbf4EUw1SS9g8 ;$argon2id$v=19$m=102400,t=3,p=2$Wla22K8+xL+M1btBjo8Czw$lEyytfECjPxFpXrARIAqoRRKFL+zzZcPdzbQhsFEp9g
